id,map,region,district,district_key,iso_okato
771,Republic_of_Bashkortostan,Республика Башкортостан   ,Аскинский,Askinsky,RU-BA-80204000000
772,Republic_of_Bashkortostan,Республика Башкортостан   ,Аургазинский,Aurgazinsky,RU-BA-80205000000
773,Republic_of_Bashkortostan,Республика Башкортостан   ,Баймакский,Baymaksky,RU-BA-80206000000
774,Republic_of_Bashkortostan,Республика Башкортостан   ,Бакалинский,Bakalinsky,RU-BA-80207000000
775,Republic_of_Bashkortostan,Республика Башкортостан   ,Балтачевский,Baltachevsky,RU-BA-80208000000
776,Republic_of_Bashkortostan,Республика Башкортостан   ,Белебеевский,Belebeevsky,RU-BA-80209000000
777,Republic_of_Bashkortostan,Республика Башкортостан   ,Белокатайский,Belokataysky,RU-BA-80210000000
778,Republic_of_Bashkortostan,Республика Башкортостан   ,Белорецкий,Beloretsky,RU-BA-80211000000
779,Republic_of_Bashkortostan,Республика Башкортостан   ,Бижбулякский,Bizhbulyaksky,RU-BA-80212000000
780,Republic_of_Bashkortostan,Республика Башкортостан   ,Бирский,Birsky,RU-BA-80213000000
781,Republic_of_Bashkortostan,Республика Башкортостан   ,Благоварский,Blagovarsky,RU-BA-80214000000
782,Republic_of_Bashkortostan,Республика Башкортостан   ,Благовещенский,Blagoveshchensky,RU-BA-80215000000
783,Republic_of_Bashkortostan,Республика Башкортостан   ,Буздякский,Buzdyaksky,RU-BA-80217000000
784,Republic_of_Bashkortostan,Республика Башкортостан   ,Бураевский,Buraevsky,RU-BA-80218000000
785,Republic_of_Bashkortostan,Республика Башкортостан   ,Бурзянский,Burzyansky,RU-BA-80219000000
786,Republic_of_Bashkortostan,Республика Башкортостан   ,Гафурийский,Gafuriysky,RU-BA-80221000000
787,Republic_of_Bashkortostan,Республика Башкортостан   ,Давлекановский,Davlekanovsky,RU-BA-80222000000
788,Republic_of_Bashkortostan,Республика Башкортостан   ,Дуванский,Duvansky,RU-BA-80223000000
789,Republic_of_Bashkortostan,Республика Башкортостан   ,Дюртюлинский,Dyurtyulinsky,RU-BA-80224000000
790,Republic_of_Bashkortostan,Республика Башкортостан   ,Ермекеевский,Ermekeevsky,RU-BA-80225000000
791,Republic_of_Bashkortostan,Республика Башкортостан   ,Зианчуринский,Zianchurinsky,RU-BA-80226000000
792,Republic_of_Bashkortostan,Республика Башкортостан   ,Зилаирский,Zilairsky,RU-BA-80227000000
793,Republic_of_Bashkortostan,Республика Башкортостан   ,Иглинский,Iglinsky,RU-BA-80228000000
794,Republic_of_Bashkortostan,Республика Башкортостан   ,Илишевский,Ilishevsky,RU-BA-80230000000
795,Republic_of_Bashkortostan,Республика Башкортостан   ,Ишимбайский,Ishimbaysky,RU-BA-80231000000
796,Republic_of_Bashkortostan,Республика Башкортостан   ,Калтасинский,Kaltasinsky,RU-BA-80233000000
797,Republic_of_Bashkortostan,Республика Башкортостан   ,Караидельский,Karaidelsky,RU-BA-80234000000
798,Republic_of_Bashkortostan,Республика Башкортостан   ,Кармаскалинский,Karmaskalinsky,RU-BA-80235000000
799,Republic_of_Bashkortostan,Республика Башкортостан   ,Кигинский,Kiginsky,RU-BA-80236000000
800,Republic_of_Bashkortostan,Республика Башкортостан   ,Краснокамский,_Krasnokamsky,RU-BA-80237000000
801,Republic_of_Bashkortostan,Республика Башкортостан   ,Кугарчинский,Kugarchinsky,RU-BA-80238000000
802,Republic_of_Bashkortostan,Республика Башкортостан   ,Кушнаренковский,Kushnarenkovsky,RU-BA-80240000000
803,Republic_of_Bashkortostan,Республика Башкортостан   ,Куюргазинский,_Kuyurgazinsky,RU-BA-80239000000
804,Republic_of_Bashkortostan,Республика Башкортостан   ,Мелеузовский,Meleuzovsky,RU-BA-80241000000
805,Republic_of_Bashkortostan,Республика Башкортостан   ,Мечетлинский,Mechetlinsky,RU-BA-80242000000
806,Republic_of_Bashkortostan,Республика Башкортостан   ,Мишкинский,Mishkinsky,RU-BA-80243000000
807,Republic_of_Bashkortostan,Республика Башкортостан   ,Миякинский,Miyakinsky,RU-BA-80244000000
808,Republic_of_Bashkortostan,Республика Башкортостан   ,Нуримановский,Nurimanovsky,RU-BA-80245000000
809,Republic_of_Bashkortostan,Республика Башкортостан   ,Салаватский,Salavatsky,RU-BA-80247000000
810,Republic_of_Bashkortostan,Республика Башкортостан   ,Стерлибашевский,Sterlibashevsky,RU-BA-80248000000
811,Republic_of_Bashkortostan,Республика Башкортостан   ,Стерлитамакский,_Sterlitamaksky,RU-BA-80249000000
812,Republic_of_Bashkortostan,Республика Башкортостан   ,Татышлинский,Tatyshlinsky,RU-BA-80250000000
813,Republic_of_Bashkortostan,Республика Башкортостан   ,Туймазинский,_Tuymazinsky,RU-BA-80251000000
814,Republic_of_Bashkortostan,Республика Башкортостан   ,Уфимский,Ufimsky,RU-BA-80252000000
815,Republic_of_Bashkortostan,Республика Башкортостан   ,Учалинский,Uchalinsky,RU-BA-80253000000
816,Republic_of_Bashkortostan,Республика Башкортостан   ,Федоровский,Fedorovsky,RU-BA-80254000000
817,Republic_of_Bashkortostan,Республика Башкортостан   ,Хайбуллинский,Khaibullinsky,RU-BA-80255000000
818,Republic_of_Bashkortostan,Республика Башкортостан   ,Чекмагушевский,Chekmagushevsky,RU-BA-80256000000
819,Republic_of_Bashkortostan,Республика Башкортостан   ,Чишминский,Chishminsky,RU-BA-80257000000
820,Republic_of_Bashkortostan,Республика Башкортостан   ,Шаранский,Sharansky,RU-BA-80258000000
821,Republic_of_Bashkortostan,Республика Башкортостан   ,Янаульский,Yanaulsky,RU-BA-80259000000
822,Republic_of_Bashkortostan,Республика Башкортостан   ,Агидель,Agidel,RU-BA-80403000000
823,Republic_of_Bashkortostan,Республика Башкортостан   ,Кумертау,Kumertau,RU-BA-80423000000
824,Republic_of_Bashkortostan,Республика Башкортостан   ,Межгорье,Mezhgorye,RU-BA-80507000000
825,Republic_of_Bashkortostan,Республика Башкортостан   ,Нефтекамск,Neftekamsk,RU-BA-80427000000
826,Republic_of_Bashkortostan,Республика Башкортостан   ,Октябрьский,Octyabrsky,RU-BA-80435000000
827,Republic_of_Bashkortostan,Республика Башкортостан   ,Салават,Salavat,RU-BA-80439000000
828,Republic_of_Bashkortostan,Республика Башкортостан   ,Сибай,Sibay,RU-BA-80443000000
829,Republic_of_Bashkortostan,Республика Башкортостан   ,Стерлитамак,Sterlitamak,RU-BA-80445000000
830,Republic_of_Bashkortostan,Республика Башкортостан   ,Уфа,Ufa,RU-BA-80401000000
831,Republic_of_Crimea,Республика Крым  ,Симферополь,Simferopol,RU-CR-35401000000
832,Republic_of_Crimea,Республика Крым  ,Алушта,Alushta,RU-CR-35403000000
833,Republic_of_Crimea,Республика Крым  ,Армянск,Armyansk,RU-CR-35405000000
834,Republic_of_Crimea,Республика Крым  ,Джанкой,Dzhankoy,RU-CR-35407000000
835,Republic_of_Crimea,Республика Крым  ,Евпатория,Evpatoria,RU-CR-35409000000
836,Republic_of_Crimea,Республика Крым  ,Керчь,Kerch,RU-CR-35412000000
837,Republic_of_Crimea,Республика Крым  ,Красноперекопск,Krasnoperekopsk,RU-CR-35413000000
838,Republic_of_Crimea,Республика Крым  ,Саки,Saki,RU-CR-35414000000
839,Republic_of_Crimea,Республика Крым  ,Судак,Sudak,RU-CR-35416000000
840,Republic_of_Crimea,Республика Крым  ,Феодосия,Feodosia,RU-CR-35417000000
841,Republic_of_Crimea,Республика Крым  ,Ялта,Yalta,RU-CR-35419000000
842,Republic_of_Crimea,Республика Крым  ,Бахчисарайский,Bakhchisarai,RU-CR-35204000000
843,Republic_of_Crimea,Республика Крым  ,Белогорский,Belogorsky,RU-CR-35207000000
844,Republic_of_Crimea,Республика Крым  ,Джанкойский,Dzhankoysky,RU-CR-35211000000
845,Republic_of_Crimea,Республика Крым  ,Кировский,Kirovsky,RU-CR-35216000000
846,Republic_of_Crimea,Республика Крым  ,Красногвардейский,Krasnogvardeisky,RU-CR-35220000000
847,Republic_of_Crimea,Республика Крым  ,Красноперекопский,Krasnoperekopsky,RU-CR-35223000000
848,Republic_of_Crimea,Республика Крым  ,Ленинский,Leninsky,RU-CR-35227000000
849,Republic_of_Crimea,Республика Крым  ,Нижнегорский,Nizhnegorsky,RU-CR-35231000000
850,Republic_of_Crimea,Республика Крым  ,Первомайский,Pervomaysky,RU-CR-35235000000
851,Republic_of_Crimea,Республика Крым  ,Раздольненский,Razdolnensky,RU-CR-35239000000
852,Republic_of_Crimea,Республика Крым  ,Сакский,Saksky,RU-CR-35243000000
853,Republic_of_Crimea,Республика Крым  ,Симферопольский,Simferopolsky,RU-CR-35247000000
854,Republic_of_Crimea,Республика Крым  ,Советский,Sovetsky,RU-CR-35252000000
855,Republic_of_Crimea,Республика Крым  ,Черноморский,Chernomorskiy,RU-CR-35256000000
856,Republic_of_Daghestan,Республика Дагестан   ,Ногайский,Nogaisky,RU-DA-82240000000
857,Republic_of_Daghestan,Республика Дагестан   ,Южно-Сухокумск,YuzhnoSukhokumsk,RU-DA-82438000000
858,Republic_of_Daghestan,Республика Дагестан   ,Тарумовский,Tarumovsky,RU-DA-82249000000
859,Republic_of_Daghestan,Республика Дагестан   ,Кизлярский,_Kizlyarsky,RU-DA-82227000000
860,Republic_of_Daghestan,Республика Дагестан   ,Кизляр,Kizlyar,RU-DA-82430000000
861,Republic_of_Daghestan,Республика Дагестан   ,Бабаюртовский,Babayurtovsky,RU-DA-82207000000
862,Republic_of_Daghestan,Республика Дагестан   ,Хасавюртовский,_Khasavyurtovsky,RU-DA-82254000000
863,Republic_of_Daghestan,Республика Дагестан   ,Хасавюрт,Khasavyurt,RU-DA-82435000000
864,Republic_of_Daghestan,Республика Дагестан   ,Махачкала,Makhachkala,RU-DA-82401000000
865,Republic_of_Daghestan,Республика Дагестан   ,Кумторкалинский,Kumtorkalinsky,RU-DA-82236000000
866,Republic_of_Daghestan,Республика Дагестан   ,Кизилюртовский,_Kizilyurtovsky,RU-DA-82226000000
867,Republic_of_Daghestan,Республика Дагестан   ,Кизилюрт,Kizilyurt,RU-DA-82425000000
868,Republic_of_Daghestan,Республика Дагестан   ,Новолакский,Novolaksky,RU-DA-82239000000
869,Republic_of_Daghestan,Республика Дагестан   ,Казбековский,Kazbekovsky,RU-DA-82222000000
870,Republic_of_Daghestan,Республика Дагестан   ,Буйнакский,_Buynaksky,RU-DA-82211000000
871,Republic_of_Daghestan,Республика Дагестан   ,Буйнакск,Buynaksk,RU-DA-82405000000
872,Republic_of_Daghestan,Республика Дагестан   ,Каспийск,Kaspiysk,RU-DA-82420000000
873,Republic_of_Daghestan,Республика Дагестан   ,Карабудахкентский,Karabudakhkentsky,RU-DA-82235000000
874,Republic_of_Daghestan,Республика Дагестан   ,Гумбетовский,Gumbetovsky,RU-DA-82215000000
875,Republic_of_Daghestan,Республика Дагестан   ,Ботлихский,Botlikhsky,RU-DA-82209000000
876,Republic_of_Daghestan,Республика Дагестан   ,Унцукульский,Untsukulsky,RU-DA-82253000000
877,Republic_of_Daghestan,Республика Дагестан   ,Цумадинский,Tsumadinsky,RU-DA-82257000000
878,Republic_of_Daghestan,Республика Дагестан   ,Ахвахский,Akhvakhsky,RU-DA-82205000000
879,Republic_of_Daghestan,Республика Дагестан   ,Хунзахский,Khunzakhsky,RU-DA-82256000000
880,Republic_of_Daghestan,Республика Дагестан   ,Гергебильский,Gergebilsky,RU-DA-82213000000
881,Republic_of_Daghestan,Республика Дагестан   ,Левашинский,Levashinsky,RU-DA-82234000000
882,Republic_of_Daghestan,Республика Дагестан   ,Сергокалинский,Sergokalinsky,RU-DA-82244000000
883,Republic_of_Daghestan,Республика Дагестан   ,Каякентский,_Kayakentsky,RU-DA-82224000000
884,Republic_of_Daghestan,Республика Дагестан   ,Избербаш,Izberbash,RU-DA-82415000000
885,Republic_of_Daghestan,Республика Дагестан   ,Цунтинский,Tsuntinsky,RU-DA-82258000000
886,Republic_of_Daghestan,Республика Дагестан   ,Бежтинский,Bezhtinsky,RU-DA-82258810000
887,Republic_of_Daghestan,Республика Дагестан   ,Тляратинский,Tlyaratinsky,RU-DA-82251000000
888,Republic_of_Daghestan,Республика Дагестан   ,Шамильский,Shamilsky,RU-DA-82246000000
889,Republic_of_Daghestan,Республика Дагестан   ,Гунибский,Gunibsky,RU-DA-82216000000
890,Republic_of_Daghestan,Республика Дагестан   ,Чародинский,Charodinsky,RU-DA-82259000000
891,Republic_of_Daghestan,Республика Дагестан   ,Лакский,Laksky,RU-DA-82232000000
892,Republic_of_Daghestan,Республика Дагестан   ,Акушинский,Akushinsky,RU-DA-82203000000
893,Republic_of_Daghestan,Республика Дагестан   ,Кулинский,Kulinsky,RU-DA-82229000000
894,Republic_of_Daghestan,Республика Дагестан   ,Рутульский,Rutulsky,RU-DA-82242000000
895,Republic_of_Daghestan,Республика Дагестан   ,Дахадаевский,Dakhadaevsky,RU-DA-82218000000
896,Republic_of_Daghestan,Республика Дагестан   ,Агульский,Agulsky,RU-DA-82201000000
897,Republic_of_Daghestan,Республика Дагестан   ,Кайтагский,Kaitagsky,RU-DA-82223000000
898,Republic_of_Daghestan,Республика Дагестан   ,Дербентский,_Derbentsky,RU-DA-82220000000
899,Republic_of_Daghestan,Республика Дагестан   ,Дагестанские Огни,DagestanskiyeOgni,RU-DA-82408000000
900,Republic_of_Daghestan,Республика Дагестан   ,Дербент,Derbent,RU-DA-82410000000
901,Republic_of_Daghestan,Республика Дагестан   ,Ахтынский,Akhtynsky,RU-DA-82206000000
902,Republic_of_Daghestan,Республика Дагестан   ,Докузпаринский,Dokuzparinsky,RU-DA-82221000000
903,Republic_of_Daghestan,Республика Дагестан   ,Курахский,Kurakhsky,RU-DA-82230000000
904,Republic_of_Daghestan,Республика Дагестан   ,Магарамкентский,Magaramkentsky,RU-DA-82237000000
905,Republic_of_Daghestan,Республика Дагестан   ,Сулейман-Стальский,SuleimanStalsky,RU-DA-82247000000
906,Republic_of_Daghestan,Республика Дагестан   ,Хивский,Khivsky,RU-DA-82255000000
907,Republic_of_Daghestan,Республика Дагестан   ,Табасаранский,Tabasaransky,RU-DA-82248000000
908,Republic_of_Ingushetia,Республика Ингушетия   ,Джейрахский,Dzheyrakhsky,RU-IN-26205000000
909,Republic_of_Ingushetia,Республика Ингушетия   ,Сунженский,Sunzhensky,RU-IN-26230000000
910,Republic_of_Ingushetia,Республика Ингушетия   ,Назрановский,Nazranovsky,RU-IN-26220000000
911,Republic_of_Ingushetia,Республика Ингушетия   ,Магас,Magas,RU-IN-26401000000
912,Republic_of_Ingushetia,Республика Ингушетия   ,Назрань,Nazran,RU-IN-26406000000
913,Republic_of_Ingushetia,Республика Ингушетия   ,Карабулак,Karabulak,RU-IN-26408000000
914,Republic_of_Ingushetia,Республика Ингушетия   ,Малгобекский,Malgobeksky,RU-IN-26215000000
915,Republic_of_Ingushetia,Республика Ингушетия   ,Малгобек,Malgobek,RU-IN-26405000000
916,Republic_of_Ingushetia,Республика Ингушетия   ,Сунжа,Sunzha,RU-IN-26412000000
917,Republic_of_Kalmykia,Республика Калмыкия   ,Лаганский район,Lagansky,RU-KL-85215000000
918,Republic_of_Kalmykia,Республика Калмыкия   ,Черноземельский район,Chernozemelsky,RU-KL-85242000000
919,Republic_of_Kalmykia,Республика Калмыкия   ,Ики-Бурульский район,Iki-Burulsky,RU-KL-85210000000
920,Republic_of_Kalmykia,Республика Калмыкия   ,Целинный район,Tselinnyy,RU-KL-85237000000
921,Republic_of_Kalmykia,Республика Калмыкия   ,Элиста,Elista,RU-KL-85401000000
922,Republic_of_Kalmykia,Республика Калмыкия   ,Приютненский район,Priyutnensky,RU-KL-85228000000
923,Republic_of_Kalmykia,Республика Калмыкия   ,Яшалтинский район,Yashaltinsky,RU-KL-85250000000
924,Republic_of_Kalmykia,Республика Калмыкия   ,Городовиковский район,Gorodovikovsky,RU-KL-85205000000
925,Republic_of_Kalmykia,Республика Калмыкия   ,Яшкульский район,Yashkulsky,RU-KL-85254000000
926,Republic_of_Kalmykia,Республика Калмыкия   ,Юстинский район,Justinsky,RU-KL-85246000000
927,Republic_of_Kalmykia,Республика Калмыкия   ,Кетченеровский район,Ketchenersky,RU-KL-85225000000
928,Republic_of_Kalmykia,Республика Калмыкия   ,Октябрьский район,Octyabrsky,RU-KL-85223000000
929,Republic_of_Kalmykia,Республика Калмыкия   ,Сарпинский район,Sarpinsky,RU-KL-85232000000
930,Republic_of_Kalmykia,Республика Калмыкия   ,Малодербетовский район,Maloderbetovsky,RU-KL-85220000000
931,Republic_of_Karelia,Республика Карелия   ,Лоухский,Loukhsky,RU-KR-86221000000
932,Republic_of_Karelia,Республика Карелия   ,Калевальский,Kalevalskiy,RU-KR-86209000000
933,Republic_of_Karelia,Республика Карелия   ,Костомукшский,Kostomukshsky,RU-KR-86406000000
934,Republic_of_Karelia,Республика Карелия   ,Кемский,Kemsky,RU-KR-86212000000
935,Republic_of_Karelia,Республика Карелия   ,Муезерский,Muezersky,RU-KR-86227000000
936,Republic_of_Karelia,Республика Карелия   ,Беломорский,Belomorsky,RU-KR-86204000000
937,Republic_of_Karelia,Республика Карелия   ,Сегежский,Segezhsky,RU-KR-86245000000
938,Republic_of_Karelia,Республика Карелия   ,Медвежьегорский,Medvezhyegorsky,RU-KR-86224000000
939,Republic_of_Karelia,Республика Карелия   ,Суоярвский,Suoyarvskiy,RU-KR-86250000000
940,Republic_of_Karelia,Республика Карелия   ,Кондопожский,Kondopogsky,RU-KR-86215000000
941,Republic_of_Karelia,Республика Карелия   ,Пудожский,Pudozhsky,RU-KR-86242000000
942,Republic_of_Karelia,Республика Карелия   ,Лахденпохский,Lahdenpohsky,RU-KR-86218000000
943,Republic_of_Karelia,Республика Карелия   ,Сортавальский,Sortavalsky,RU-KR-86410000000
944,Republic_of_Karelia,Республика Карелия   ,Питкярантский,Pitkyarantsky,RU-KR-86233000000
945,Republic_of_Karelia,Республика Карелия   ,Пряжинский,Pryazhinsky,RU-KR-86239000000
946,Republic_of_Karelia,Республика Карелия   ,Олонецкий,Olonetsky,RU-KR-86230000000
947,Republic_of_Karelia,Республика Карелия   ,Прионежский,Prionezhsky,RU-KR-86236000000
948,Republic_of_Karelia,Республика Карелия   ,Петрозаводск,Petrozavodsk,RU-KR-86401000000
949,Republic_of_Khakassia,Республика Хакасия  ,Орджоникидзевский,Ordzhonikidzevsky,RU-KK-95220000000
950,Republic_of_Khakassia,Республика Хакасия  ,Ширинский,Shirinsky,RU-KK-95235000000
951,Republic_of_Khakassia,Республика Хакасия  ,Сорск,Sorsk,RU-KK-95409000000
952,Republic_of_Khakassia,Республика Хакасия  ,Боградский,Bogradsky,RU-KK-95215000000
953,Republic_of_Khakassia,Республика Хакасия  ,Усть-Абаканский,UstAbakansky,RU-KK-95230000000
954,Republic_of_Khakassia,Республика Хакасия  ,Черногорск,Chernogorsk,RU-KK-95415000000
955,Republic_of_Khakassia,Республика Хакасия  ,Абакан,Abakan,RU-KK-95401000000
956,Republic_of_Khakassia,Республика Хакасия  ,Аскизский,Askizsky,RU-KK-95208000000
957,Republic_of_Khakassia,Республика Хакасия  ,Таштыпский,Tashtypsky,RU-KK-95225000000
958,Republic_of_Khakassia,Республика Хакасия  ,Абаза,Abaza,RU-KK-95402000000
959,Republic_of_Khakassia,Республика Хакасия  ,Бейский,Beysky,RU-KK-95212000000
960,Republic_of_Khakassia,Республика Хакасия  ,Саяногорск,Sayanogorsk,RU-KK-95408000000
961,Republic_of_Khakassia,Республика Хакасия  ,Алтайский,Altayskiy,RU-KK-95205000000
962,Republic_of_North_Ossetia-Alania,Республика Северная Осетия – Алания,Алагирский район,Alagirskiy,RU-SE-90205000000
963,Republic_of_North_Ossetia-Alania,Республика Северная Осетия – Алания,Ардонский район,Ardonskiy,RU-SE-90210000000
964,Republic_of_North_Ossetia-Alania,Республика Северная Осетия – Алания,Дигорский район,Digorskiy,RU-SE-90215000000
965,Republic_of_North_Ossetia-Alania,Республика Северная Осетия – Алания,Ирафский район,Irafskiy,RU-SE-90220000000
966,Republic_of_North_Ossetia-Alania,Республика Северная Осетия – Алания,Кировский район,Kirovskiy,RU-SE-90225000000
967,Republic_of_North_Ossetia-Alania,Республика Северная Осетия – Алания,Моздокский район,Mozdokskiy,RU-SE-90230000000
968,Republic_of_North_Ossetia-Alania,Республика Северная Осетия – Алания,Правобережный район,Pravoberezhniy,RU-SE-90235000000
969,Republic_of_North_Ossetia-Alania,Республика Северная Осетия – Алания,Пригородный район,Prigorodniy,RU-SE-90240000000
970,Republic_of_North_Ossetia-Alania,Республика Северная Осетия – Алания,Владикавказ,Vladikavkaz,RU-SE-90401000000
971,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Булунский улус,Bulunsky,RU-SA-98212000000
972,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Нерюнгринский район,Neryungrinsky,RU-SA-98260000000
973,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Алданский улус,Aldansky,RU-SA-98203000000
974,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Олёкминский улус,Olekminsky,RU-SA-98241000000
975,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Усть-Майский улус,UstMaysky,RU-SA-98254000000
976,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Амгинский улус,Amginsky,RU-SA-98208000000
977,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Хангаласский улус,Khangalassky,RU-SA-98244000000
978,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Мегино-Кангаласский улус,MeginoKangalassky,RU-SA-98229000000
979,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Чурапчинский улус,Churapchinsky,RU-SA-98258000000
980,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Якутск,Yakutsk,RU-SA-98401000000
981,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Горный улус,Gorny,RU-SA-98220000000
982,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Таттинский улус,Tattinsky,RU-SA-98204000000
983,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Усть-Алданский улус,UstAldansky,RU-SA-98252000000
984,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Намский улус,Namsky,RU-SA-98235000000
985,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Ленский район,Lensky,RU-SA-98235825000
986,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Сунтарский улус,Suntarsky,RU-SA-98248000000
987,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Нюрбинский улус,Nyurbinsky,RU-SA-98226000000
988,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Кобяйский улус,Kobyaisky,RU-SA-98224000000
989,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Томпонский улус,Tomponsky,RU-SA-98250000000
990,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Оймяконский улус,Oymyakonsky,RU-SA-98239000000
991,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Момский национальный эвенский улус,Momsky,RU-SA-98233823000
992,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Верхнеколымский улус,Verkhnekolymsky,RU-SA-98215000000
993,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Вилюйский улус,Vilyuisky,RU-SA-98218000000
994,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Верхневилюйский улус,Verkhnevilyuysky,RU-SA-98214000000
995,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Мирнинский район,Mirninsky,RU-SA-98231000000
996,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Жиганский национальный эвенкийский улус,Zhigansky,RU-SA-98222000000
997,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Эвено-Бытантайский национальный улус,EvenoBytantaisky,RU-SA-98259000000
998,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Верхоянский улус,Verkhoyansky,RU-SA-98216000000
999,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Абыйский улус,Abyisky,RU-SA-98201000000
1000,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Среднеколымский улус,Srednekolymsky,RU-SA-98246000000
1001,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Нижнеколымский улус,Nizhnekolymsky,RU-SA-98237000000
1002,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Аллаиховский улус,Allaikhovsky,RU-SA-98206000000
1003,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Усть-Янский улус,UstYansky,RU-SA-98256000000
1004,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Оленёкский национальный эвенкийский улус,Olenyoksky,RU-SA-98242837000
1005,Republic_of_Sakha_Yakutia,Республика Саха (Якутия) ,Анабарский национальный долгано-эвенкийский улус,Anabarsky,RU-SA-98210000000
1006,Republic_of_Tatarstan,Республика Татарстан   ,Заинский,Zainsky,RU-TA-92227000000
1007,Republic_of_Tatarstan,Республика Татарстан   ,Нижнекамский,Nizhnekamsky,RU-TA-92244000000
1008,Republic_of_Tatarstan,Республика Татарстан   ,Елабужский,Yelabugsky,RU-TA-92226000000
1009,Republic_of_Tatarstan,Республика Татарстан   ,Лениногорский,Leninogorsky,RU-TA-92236000000
1010,Republic_of_Tatarstan,Республика Татарстан   ,Альметьевский,Almetevsky,RU-TA-92208000000
1011,Republic_of_Tatarstan,Республика Татарстан   ,Азнакаевский,Aznakaevsky,RU-TA-92202000000
1012,Republic_of_Tatarstan,Республика Татарстан   ,Бугульминский,Bugulminsky,RU-TA-92217000000
1013,Republic_of_Tatarstan,Республика Татарстан   ,Бавлинский,Bavlinsky,RU-TA-92214000000
1014,Republic_of_Tatarstan,Республика Татарстан   ,Нурлатский,Nurlatsky,RU-TA-92246000000
1015,Republic_of_Tatarstan,Республика Татарстан   ,Зеленодольский,Zelenodolsky,RU-TA-92228000000
1016,Republic_of_Tatarstan,Республика Татарстан   ,Буинский,Buinsky,RU-TA-92218000000
1017,Republic_of_Tatarstan,Республика Татарстан   ,Чистопольский,Chistopolsky,RU-TA-92259000000
1018,Republic_of_Tatarstan,Республика Татарстан   ,Сармановский,Sarmanovsky,RU-TA-92253000000
1019,Republic_of_Tatarstan,Республика Татарстан   ,Новошешминский,Novosheshminsky,RU-TA-92245000000
1020,Republic_of_Tatarstan,Республика Татарстан   ,Аксубаевский,Aksubaevsky,RU-TA-92204000000
1021,Republic_of_Tatarstan,Республика Татарстан   ,Алексеевский,Alekseevsky,RU-TA-92206000000
1022,Republic_of_Tatarstan,Республика Татарстан   ,Рыбно-Слободский,Rybno-Slobodsky,RU-TA-92250000000
1023,Republic_of_Tatarstan,Республика Татарстан   ,Пестречинский,Pestrechinsky,RU-TA-92248000000
1024,Republic_of_Tatarstan,Республика Татарстан   ,Мамадышский,Mamadyshsky,RU-TA-92238000000
1025,Republic_of_Tatarstan,Республика Татарстан   ,Менделеевский,Mendeleevsky,RU-TA-92239000000
1026,Republic_of_Tatarstan,Республика Татарстан   ,Сабинский,Sabinsky,RU-TA-92252000000
1027,Republic_of_Tatarstan,Республика Татарстан   ,Кукморский,Kukmorsky,RU-TA-92233000000
1028,Republic_of_Tatarstan,Республика Татарстан   ,Балтасинский,Baltasinsky,RU-TA-92215000000
1029,Republic_of_Tatarstan,Республика Татарстан   ,Агрызский,Agryzsky,RU-TA-92201000000
1030,Republic_of_Tatarstan,Республика Татарстан   ,Мензелинский,Menzelinsky,RU-TA-92240000000
1031,Republic_of_Tatarstan,Республика Татарстан   ,Актанышский,Aktanyshsky,RU-TA-92205000000
1032,Republic_of_Tatarstan,Республика Татарстан   ,Муслюмовский,Muslyumovsky,RU-TA-92242000000
